cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00105,0,,63,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00115,0,,62,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000525,0,,61,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000675,.000025,,60,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000075,.000025,,6,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00075,0,,59,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000625,.000025,,58,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000775,0,,57,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0005,0,,56,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00085,0,,55,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000875,0,,54,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,0,,538,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000225,,537,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,0,,536,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.00005,,535,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0007,,534,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,0,,533,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000075,,532,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0002,,531,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000075,,530,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000275,0,,53,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.00015,,529,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000075,,528,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000225,,527,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000125,,526,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000175,,525,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000025,,524,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0001,,523,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.00035,,522,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.00015,,521,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000225,,520,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0006,0,,52,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0002,,519,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00035,,518,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0002,,517,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00025,,516,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000225,,515,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.0001,,514,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000375,,513,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000275,,512,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000275,,511,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0003,,510,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000925,.000025,,51,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0004,,509,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00005,,508,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0003,,507,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000475,,506,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00015,,505,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000475,,504,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00045,,503,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000175,,502,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00065,,501,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000325,,500,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0004,0,,50,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,0,,5,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00035,,499,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000525,,498,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0004,,497,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.00055,,496,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00085,,495,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0003,,494,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000625,,493,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000525,,492,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000225,,491,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0008,,490,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00065,0,,49,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00065,,489,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0004,,488,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000925,,487,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0006,,486,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000275,,485,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000875,,484,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00085,,483,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0005,,482,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000775,,481,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000625,,480,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0008,0,,48,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00075,,479,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000675,,478,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000525,,477,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00115,,476,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00105,,475,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0004,,474,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0009,,473,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.001025,,472,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000625,,471,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000875,,470,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000225,0,,47,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.00085,,469,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000725,,468,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00145,,467,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.001275,,466,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.0009,,465,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.000925,,464,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00115,,463,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0001,.001575,,462,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.0013,,461,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.00065,,460,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000525,.000025,,46,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000875,,459,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00155,,458,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.001,,457,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.0019,,456,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.0018,,455,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000625,,454,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.001475,,453,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000075,.00145,,452,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.001425,,451,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.001675,,450,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000625,0,,45,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.001375,,449,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.000775,,448,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.0018,,447,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00175,,446,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.001875,,445,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.002375,,444,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.0012,,443,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.00195,,442,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.002875,,441,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0001,.001475,,440,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0003,0,,44,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.001825,,439,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00265,,438,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.00145,,437,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.002025,,436,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.0053,,435,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000075,.0017,,434,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.001475,,433,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.003425,,432,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000075,.00235,,431,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.002125,,430,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00085,0,,43,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.0024,,429,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00345,,428,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000075,.0026,,427,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.003475,,426,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00505,,425,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.001675,,424,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.00275,,423,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.006375,,422,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00355,,421,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000125,.001625,,420,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00055,.000025,,42,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.0052,,419,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.002175,,418,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0001,.001375,,417,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000125,.01125,,416,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.004725,,415,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00005,.00145,,414,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.017175,,413,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0001,.014175,,412,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00035,.00085,,411,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",0,.00235,,410,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0004,0,,41,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.002575,,409,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000275,.000775,,408,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000175,.002725,,407,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000075,.0084,,406,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.0012,,405,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00015,.001575,,404,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00015,.002525,,403,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.000825,,402,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000075,.00105,,401,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000225,.004475,,400,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000525,0,,40,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0007,0,,4,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000125,.001475,,399,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000075,.001025,,398,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0001,.0085,,397,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000175,.00375,,396,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000025,.001125,,395,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00015,.00265,,394,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000125,.0017,,393,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00015,.00115,,392,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000325,.003875,,391,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000175,.005075,,390,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00035,0,,39,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00015,.0015,,389,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000875,.0041,,388,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00015,.001775,,387,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0002,.0017,,386,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0001,.0016,,385,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000875,.0021,,384,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00045,.0008,,383,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000175,.0019,,382,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00055,.003325,,381,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000475,.00145,,380,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000325,0,,38,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00035,.001875,,379,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0002,.00485,,378,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000675,.00225,,377,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000725,.00115,,376,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00055,.010425,,375,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000725,.00695,,374,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000175,.00195,,373,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000425,.004775,,372,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000475,.00255,,371,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000975,.001,,370,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00065,0,,37,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.001225,.0035,,369,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00015,.008125,,368,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.0005,.001575,,367,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000625,.0015,,366,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00045,.002425,,365,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.000525,.001875,,364,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.004075,.001625,,363,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00405,.00555,,362,19:00:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.00045,.00275,,361,19:00:02  8 Sep 2020,40000
